2018-07-25 20:34:44 parsl.dataflow.dflow:78 [INFO]  Parsl version: 0.6.1
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 7 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 7 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 7 launched with AppFuture: <AppFuture at 0x7fd05b39bf98 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 8 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 8 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 8 launched with AppFuture: <AppFuture at 0x7fd05b39d320 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 9 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 9 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 9 launched with AppFuture: <AppFuture at 0x7fd05b39d1d0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 10 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 10 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 10 launched with AppFuture: <AppFuture at 0x7fd0cdc50748 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 11 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 11 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 11 launched with AppFuture: <AppFuture at 0x7fd05b39d470 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 12 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 12 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 12 launched with AppFuture: <AppFuture at 0x7fd05b39d6d8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 13 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 13 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 13 launched with AppFuture: <AppFuture at 0x7fd05b39d940 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 14 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 14 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 14 launched with AppFuture: <AppFuture at 0x7fd05b39dc50 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 15 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 15 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 15 launched with AppFuture: <AppFuture at 0x7fd05b39df60 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 16 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 16 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 16 launched with AppFuture: <AppFuture at 0x7fd05b39dd68 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 17 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 17 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 17 launched with AppFuture: <AppFuture at 0x7fd05b31f6a0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 18 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 18 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 18 launched with AppFuture: <AppFuture at 0x7fd05b31f400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 19 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 19 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 19 launched with AppFuture: <AppFuture at 0x7fd05b31f908 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 20 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 20 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 20 launched with AppFuture: <AppFuture at 0x7fd05b31fcc0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 21 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 21 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 21 launched with AppFuture: <AppFuture at 0x7fd05b31f1d0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 22 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 22 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 22 launched with AppFuture: <AppFuture at 0x7fd05b31f5c0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 23 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 23 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 23 launched with AppFuture: <AppFuture at 0x7fd05b31fbe0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 24 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 24 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 24 launched with AppFuture: <AppFuture at 0x7fd05b31ffd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 25 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 25 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 25 launched with AppFuture: <AppFuture at 0x7fd05b321358 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 26 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 26 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 26 launched with AppFuture: <AppFuture at 0x7fd05b3216d8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 27 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 27 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 27 launched with AppFuture: <AppFuture at 0x7fd05b3218d0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 28 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 28 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 28 launched with AppFuture: <AppFuture at 0x7fd05b321ac8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 29 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 29 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 29 launched with AppFuture: <AppFuture at 0x7fd05b321cc0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 30 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 30 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 30 launched with AppFuture: <AppFuture at 0x7fd05b321eb8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 31 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 31 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 31 launched with AppFuture: <AppFuture at 0x7fd05b321208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 32 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 32 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 32 launched with AppFuture: <AppFuture at 0x7fd05b317390 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 33 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 33 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 33 launched with AppFuture: <AppFuture at 0x7fd05b317128 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 34 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 34 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 34 launched with AppFuture: <AppFuture at 0x7fd05b317400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 35 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 35 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 35 launched with AppFuture: <AppFuture at 0x7fd05b317780 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 36 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 36 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 36 launched with AppFuture: <AppFuture at 0x7fd05b317a90 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 37 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 37 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 37 launched with AppFuture: <AppFuture at 0x7fd05b317e80 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 38 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 38 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 38 launched with AppFuture: <AppFuture at 0x7fd05b317518 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 39 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 39 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 39 launched with AppFuture: <AppFuture at 0x7fd05b317c88 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 40 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 40 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 40 launched with AppFuture: <AppFuture at 0x7fd05b31e0f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 41 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 41 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 41 launched with AppFuture: <AppFuture at 0x7fd05b31e438 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 42 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 42 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 42 launched with AppFuture: <AppFuture at 0x7fd05b31e6a0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 43 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 43 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 43 launched with AppFuture: <AppFuture at 0x7fd05b31e898 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 44 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 44 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 44 launched with AppFuture: <AppFuture at 0x7fd05b31ec18 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 45 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 45 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 45 launched with AppFuture: <AppFuture at 0x7fd05b31ee80 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 46 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 46 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 46 launched with AppFuture: <AppFuture at 0x7fd05b31e1d0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 47 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 47 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 47 launched with AppFuture: <AppFuture at 0x7fd05b31ea20 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 48 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 48 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 48 launched with AppFuture: <AppFuture at 0x7fd05b2bff28 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 49 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 49 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 49 launched with AppFuture: <AppFuture at 0x7fd05b2bfeb8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 50 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 50 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 50 launched with AppFuture: <AppFuture at 0x7fd05b2bf208 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 51 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 51 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 51 launched with AppFuture: <AppFuture at 0x7fd05b2bf518 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 52 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 52 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 52 launched with AppFuture: <AppFuture at 0x7fd05b2bfdd8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 53 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 53 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 53 launched with AppFuture: <AppFuture at 0x7fd05b2bf400 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 54 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 54 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 54 launched with AppFuture: <AppFuture at 0x7fd05b2bf7f0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 55 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 55 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 55 launched with AppFuture: <AppFuture at 0x7fd05b2bfd68 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 56 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 56 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 56 launched with AppFuture: <AppFuture at 0x7fd05af5b128 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 57 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 57 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 57 launched with AppFuture: <AppFuture at 0x7fd05af5b320 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 58 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 58 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 58 launched with AppFuture: <AppFuture at 0x7fd05af5b630 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 59 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 59 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 59 launched with AppFuture: <AppFuture at 0x7fd05af5b9b0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 60 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 60 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 60 launched with AppFuture: <AppFuture at 0x7fd05af5bcf8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 61 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 61 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 61 launched with AppFuture: <AppFuture at 0x7fd05af5bef0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 62 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 62 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 62 launched with AppFuture: <AppFuture at 0x7fd05af5b5f8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 63 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 63 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 63 launched with AppFuture: <AppFuture at 0x7fd05af5bb38 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 64 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 64 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 64 launched with AppFuture: <AppFuture at 0x7fd05e4910b8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 65 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 65 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 65 launched with AppFuture: <AppFuture at 0x7fd05e491ac8 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 66 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 66 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 66 launched with AppFuture: <AppFuture at 0x7fd05e491828 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 67 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 67 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 67 launched with AppFuture: <AppFuture at 0x7fd05e491748 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 68 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 68 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 68 launched with AppFuture: <AppFuture at 0x7fd05e491780 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 69 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 69 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 69 launched with AppFuture: <AppFuture at 0x7fd05e491fd0 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 70 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 70 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 70 launched with AppFuture: <AppFuture at 0x7fd05b872748 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 71 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 71 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 71 launched with AppFuture: <AppFuture at 0x7fd05b872940 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 72 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 72 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 72 launched with AppFuture: <AppFuture at 0x7fd05b872b38 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 73 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 73 launched on executor threads
2018-07-25 20:34:48 parsl.dataflow.dflow:586 [DEBUG]  Task 73 launched with AppFuture: <AppFuture at 0x7fd05b872e48 state=pending>
2018-07-25 20:34:48 parsl.dataflow.dflow:565 [INFO]  Task 74 submitted for App pdf_action, waiting on tasks []
2018-07-25 20:34:48 parsl.dataflow.dflow:363 [INFO]  Task 74 launched on executor threads
